1 1   0.000000000000000e+00
2 1   8.651626089615404e-13
3 1   7.525755390560363e+01
4 1   1.154341532813308e+02
5 1   1.312365012543086e+02
6 1   1.376653756071736e+02
7 1   1.399672865209395e+02
8 1   1.404009214039316e+02
9 1   1.399550962888241e+02
10 1   1.386148395145005e+02
11 1   1.363638217806473e+02
12 1   1.336223779487033e+02
13 1   1.304421160069425e+02
14 1   1.267654514587728e+02
15 1   1.201615631063953e+02
16 1   1.155632973243263e+02
17 1   1.100233433063537e+02
18 1   6.579072860476802e+01
19 1   3.699077159610655e+01
20 1   1.434419778165436e+01
21 1  -5.244518833817430e+00
22 1  -2.256382558577827e+01
23 1  -3.757889076064865e+01
24 1  -4.998955041018723e+01
25 1  -5.944452753118738e+01
26 1  -6.548108969488244e+01
27 1  -6.796353428993739e+01
28 1  -6.695994069788581e+01
29 1  -6.232545180430636e+01
30 1  -5.430361724800945e+01
31 1  -4.335386711474951e+01
32 1  -3.069221326152486e+01
33 1  -1.681738036956012e+01
34 1  -1.997689636502304e+00
35 1   1.356819874610590e+01
36 1   2.969661682971739e+01
37 1   4.620529658209876e+01
38 1   5.722823632883375e+01
39 1   6.164810627694102e+01
40 1   6.405587841493228e+01
41 1   6.607948281739388e+01
42 1   6.825703210915839e+01
43 1   7.072604391169331e+01
44 1   7.347970285917904e+01
45 1   7.646145254238384e+01
46 1   7.960248104036926e+01
47 1   8.283264514349929e+01
48 1   8.608545239427350e+01
49 1   8.929947974384150e+01
50 1   9.895226072094545e+01
51 1   1.041113057674588e+02
52 1   1.072923406877339e+02
53 1   1.095042101803098e+02
54 1   1.111408709396264e+02
55 1   1.123438724939456e+02
56 1   1.131527542137894e+02
57 1   1.135691635079250e+02
58 1   1.135819455961815e+02
59 1   1.131794175842624e+02
60 1   1.123530073223575e+02
61 1   1.110996943616321e+02
62 1   1.094215881605539e+02
63 1   1.001343649010096e+02
64 1   8.101429630927274e+01
65 1   5.763087627656716e+01
66 1   3.265072302262002e+01
67 1   6.428207996851549e+01
68 1  -2.176200541767970e+00
69 1  -4.116735704518501e+01
70 1  -6.749601485187968e+01
71 1  -8.781743756363512e+01
72 1  -1.035249142892488e+02
73 1  -1.146827223371794e+02
74 1  -1.161336065080844e+02
75 1  -1.313711186402205e+02
76 1  -1.352173997232520e+02
77 1  -1.306000398336894e+02
78 1  -1.194616456775476e+02
79 1  -1.043512030324774e+02
80 1  -8.600758299264112e+01
81 1  -6.599340889022400e+01
82 1  -4.555970881748583e+01
83 1  -2.375328590181939e+01
84 1  -6.006069756446588e-01
85 1   2.292784065727908e+01
86 1   4.025811319166177e+01
87 1   4.811718013149397e+01
88 1   5.184577791860872e+01
89 1   5.385308439869492e+01
90 1   5.505806979188470e+01
91 1   5.596238335542625e+01
92 1   5.688755739066877e+01
93 1   5.790804990479539e+01
94 1   5.903835062112027e+01
95 1   6.026865285668536e+01
96 1   6.153923583171003e+01
97 1   6.285049372657178e+01
98 1   6.294790351271329e+01
99 1   6.378703376639033e+01
100 1   6.497063738653193e+01
101 1   6.632397438789125e+01
102 1   6.765678258316039e+01
103 1   6.877929796353625e+01
104 1   6.965439274535048e+01
105 1   7.030841429458827e+01
106 1   7.069941094357557e+01
107 1   7.074796804974677e+01
108 1   7.046716396518657e+01
109 1   6.990316443604983e+01
110 1   6.903353533106679e+01
111 1   5.949865335282760e+01
112 1   3.904409131742468e+01
113 1   1.369889419944055e+01
114 1  -1.310427093868593e+01
115 1  -3.961404820997834e+01
116 1  -6.472066677756297e+01
117 1  -8.789102649682761e+01
118 1  -1.085449225511450e+02
119 1  -1.271458608149466e+02
120 1  -1.431739332901551e+02
121 1  -1.557680441615501e+02
122 1  -1.632692459877428e+02
123 1  -1.417598182506769e+02
124 1  -1.324864696074945e+02
125 1  -1.245932648855207e+02
126 1  -1.152222813607572e+02
127 1  -1.004010098912364e+02
128 1  -8.176462119887114e+01
129 1  -6.093592596604753e+01
130 1  -3.964802452003446e+01
131 1  -1.933136424936917e+01
132 1  -1.331099851245503e+00
133 1   1.112143530015089e+01
134 1   2.111663787194815e+01
135 1   2.802906462698573e+01
136 1   3.299585531546155e+01
137 1   3.658707396168805e+01
138 1   3.886257684446467e+01
139 1   4.029034611259964e+01
140 1   4.184055744851429e+01
141 1   4.376572108995020e+01
142 1   4.615149878235467e+01
143 1   4.874259177855664e+01
144 1   5.127187797988916e+01
145 1   5.292370249387921e+01
146 1   5.502727423957970e+01
147 1   5.620104691825135e+01
148 1   5.654567861261260e+01
149 1   5.658581326583184e+01
150 1   5.679798869575220e+01
151 1   5.728506103739830e+01
152 1   5.791903919185415e+01
153 1   5.845155486796352e+01
154 1   5.862083299830140e+01
155 1   5.797429306188256e+01
156 1   5.633028888839851e+01
157 1   5.189193643215823e+01
158 1   4.386931604376670e+01
159 1   2.737631088494319e+01
160 1   8.306365398367440e+00
161 1  -1.373655176908905e+01
162 1  -3.659748995663175e+01
163 1  -5.890329283576387e+01
164 1  -7.608614857482924e+01
165 1  -9.392150819880003e+01
166 1  -1.107323473331255e+02
167 1  -1.248863517884525e+02
168 1  -1.362309716227051e+02
169 1  -1.436971771868986e+02
170 1  -1.611872096568691e+02
171 1  -1.668127742009724e+02
172 1  -1.651757440760416e+02
173 1  -1.580879876366621e+02
174 1  -1.463478672658824e+02
175 1  -1.311600104240194e+02
176 1  -1.138421557905648e+02
177 1  -9.496585803314268e+01
178 1  -7.482363450267917e+01
179 1  -5.359362657771921e+01
180 1  -3.139309383302355e+01
181 1  -8.275066184067926e+00
182 1   1.015929841417769e+01
183 1   1.836848088024373e+01
184 1   2.233359447898805e+01
185 1   2.448903890993021e+01
186 1   2.588241026081625e+01
187 1   2.699012861480755e+01
188 1   2.802644451581024e+01
189 1   2.908310578861497e+01
190 1   3.019220855007384e+01
191 1   3.135805475073606e+01
192 1   3.257066512414696e+01
193 1   3.381341271446652e+01
194 1   3.505890890006009e+01
195 1   3.634896157976603e+01
196 1   3.760296115227062e+01
197 1   3.877363860147521e+01
198 1   3.982546763535156e+01
199 1   4.073072087861134e+01
200 1   4.146683311397646e+01
201 1   4.201611966489153e+01
202 1   4.236586136344005e+01
203 1   4.250751952979843e+01
204 1   4.243731155123749e+01
205 1   4.215549619918783e+01
206 1   4.166631022984691e+01
207 1   3.142214196105069e+01
208 1   1.057226597033393e+01
209 1  -1.456648916010166e+01
210 1  -4.058975659864072e+01
211 1  -6.592655488527146e+01
212 1  -8.972715006560153e+01
213 1  -1.128502418135994e+02
214 1  -1.324214312621225e+02
215 1  -1.494265031382689e+02
216 1  -1.637015105087582e+02
217 1  -1.746227930408034e+02
218 1  -1.807259841826719e+02
219 1  -1.586607722387954e+02
220 1  -1.521315751088603e+02
221 1  -1.452746775562082e+02
222 1  -1.372330461542489e+02
223 1  -1.198640462905778e+02
224 1  -9.938766406014395e+01
225 1  -7.577420730835945e+01
226 1  -5.131794697173619e+01
227 1  -2.905874208394470e+01
228 1  -4.841239698193018e+00
229 1   9.456408928329067e+00
230 1   1.918399797527180e+01
231 1   2.704283878670162e+01
232 1   3.510853012153506e+01
233 1   3.925131853247925e+01
234 1   4.086024463516613e+01
235 1   4.125594666416816e+01
236 1   4.099834127498163e+01
237 1   4.420577398179132e+01
238 1   4.927195013506690e+01
239 1   5.330867518316425e+01
240 1   5.666050792458465e+01
241 1   5.920527009625783e+01
242 1   5.579827197863642e+01
243 1   5.103739625819315e+01
244 1   4.409377342179038e+01
245 1   3.840846168128690e+01
246 1   3.345507158115095e+01
247 1   3.191957227031364e+01
248 1   3.232238329713392e+01
249 1   3.297475306216692e+01
250 1   3.378139805862876e+01
251 1   3.085567505267952e+01
252 1   2.570204955565476e+01
